PATIENT,Cancer_Diagnosis_1,Outpatient_Sum,Checkup_Sum,Emergency_Sum,Hospital_Sum,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,DESCRIPTION_1,DESCRIPTION_2,DESCRIPTION_3,DESCRIPTION_4,DESCRIPTION_5,DESCRIPTION_6,DESCRIPTION_7,DESCRIPTION_8,DESCRIPTION_9,DESCRIPTION_10,DESCRIPTION_11,DESCRIPTION_12,DESCRIPTION_13,DESCRIPTION_14,DESCRIPTION_15,DESCRIPTION_16,DESCRIPTION_17,DIAG_YEAR_1,DIAG_YEAR_2,DIAG_YEAR_3,DIAG_YEAR_4,DIAG_YEAR_5,DIAG_YEAR_6,DIAG_YEAR_7,DIAG_YEAR_8,DIAG_YEAR_9,DIAG_YEAR_10,DIAG_YEAR_11,DIAG_YEAR_12,DIAG_YEAR_13,DIAG_YEAR_14,DIAG_YEAR_15,DIAG_YEAR_16,DIAG_YEAR_17,BIRTHYEAR,DEATHYEAR,AGE,Viral sinusitis (disorder),Acute viral pharyngitis (disorder),Acute bronchitis (disorder),Normal pregnancy,Otitis media,Streptococcal sore throat (disorder),Prediabetes,Sprain of ankle,Chronic sinusitis (disorder),Hypertension,Polyp of colon,Sinusitis (disorder),Acute bacterial sinusitis (disorder),Whiplash injury to neck,Concussion with no loss of consciousness,Coronary Heart Disease,Sprain of wrist,Escherichia coli urinary tract infection,Fracture of clavicle,Osteoporosis (disorder),Diabetes
bec3487a-76be-4319-a17d-0d432dcb67fa,0.0,2,0,0,0,1980-08-02,,999-97-8229,S99993921,X73757201X,Mrs.,Hope58,Reichel23,,Grimes903,M,white,american,F,Norwood MA US,9492 Marion Roads Suite 935 Waltham MA 02454 US,Viral sinusitis (disorder),Normal pregnancy,Acute bronchitis (disorder),,,,,,,,,,,,,,,2010.0,2011.0,2011.0,,,,,,,,,,,,,,,1980.0,,36.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44312a94-b69a-4d14-b342-72a22e45a7e7,0.0,4,0,1,0,1963-05-19,,999-34-5961,S99976688,false,Mr.,Presley643,Nolan824,,,M,white,polish,M,Longmeadow MA US,75513 Kraig Run Shirley MA 01464 US,Prediabetes,Sprain of ankle,,,,,,,,,,,,,,,,2007.0,2012.0,,,,,,,,,,,,,,,,1963.0,,53.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
e15b7217-535c-485b-87e2-c675ff799d4b,0.0,3,1,0,0,1964-12-22,,999-12-1043,S99910847,X27778596X,Mr.,Milo150,Hilll528,,,M,white,english,M,New Bedford MA US,65434 Cathrine View Newbury MA 01951 US,Acute bronchitis (disorder),,,,,,,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,1964.0,,52.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d4231173-9987-411d-a040-e512bd40e050,0.0,2,0,0,0,1983-05-19,,999-87-5849,S99982271,X90336499X,Mr.,Kailey561,Johnston493,,,S,white,italian,M,Boston MA US,6235 Stanton Vista Suite 420 Dennis MA 02638 US,Viral sinusitis (disorder),Acute viral pharyngitis (disorder),Viral sinusitis (disorder),Prediabetes,,,,,,,,,,,,,,2014.0,2014.0,2015.0,2015.0,,,,,,,,,,,,,,1983.0,,33.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aac80719-247f-4e6b-bb2d-1529ffeac6b0,0.0,5,0,0,0,1948-09-08,,999-28-6818,S99993395,false,Mrs.,Leilani882,Friesen759,,Kovacek506,M,white,irish,F,Lynn MA US,264 Lockman Trail Suite 424 Fairhaven MA 02719 US,Osteoporosis (disorder),,,,,,,,,,,,,,,,,2009.0,,,,,,,,,,,,,,,,,1948.0,,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1766fd64-aacd-4ae9-be03-6c476a6bf088,0.0,2,0,1,0,1984-10-12,,999-97-4845,S99925940,false,Mrs.,Joe269,Wolff659,,Schaden548,M,white,scottish,F,Natick MA US,6116 Grady Summit Apt. 719 Newton MA 02495 US,Whiplash injury to neck,Acute bronchitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,2013.0,2014.0,2014.0,,,,,,,,,,,,,,,1984.0,,32.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64149de4-9259-438c-aaf1-92dde685db83,0.0,6,1,0,0,1941-04-10,,999-29-2089,S99920402,X81841176X,Mrs.,Anika904,Kassulke621,,Bernier734,M,black,dominican,F,Hanover MA US,23831 Mariam Rest Apt. 985 Montague MA 01351 US,Coronary Heart Disease,Acute viral pharyngitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,,2010.0,2011.0,2011.0,,,,,,,,,,,,,,,1941.0,,75.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42b197bc-f7de-4273-9c46-fb1a3402be1f,0.0,1,0,1,2,1988-08-22,,999-85-7686,S99973837,false,Mrs.,Oleta77,Gibson103,,Harber3,M,white,american,F,Sharon MA US,2698 Miller Drive West Brookfield MA 01585 US,Viral sinusitis (disorder),Sprain of ankle,Normal pregnancy,Normal pregnancy,Acute bronchitis (disorder),,,,,,,,,,,,,2010.0,2012.0,2013.0,2015.0,2015.0,,,,,,,,,,,,,1988.0,,28.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1edf6097-07a6-4503-9318-45c9fd75606e,0.0,6,1,1,0,1995-09-06,,999-49-7057,S99994139,X58361799X,Mr.,Alf472,Connelly765,,,,white,polish,M,Chelsea MA US,9248 Hartmann Street Framingham MA 01702 US,Viral sinusitis (disorder),Concussion with loss of consciousness,Acute bronchitis (disorder),Asthma,,,,,,,,,,,,,,2012.0,2013.0,2014.0,2015.0,,,,,,,,,,,,,,1995.0,,21.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e76bf6bb-3c4f-4914-98cf-355222d84c9a,0.0,5,1,0,0,15/05/1960,,999-72-8049,S99978412,X45237969X,Mr.,Wilma512,Padberg25,,,M,white,irish,M,Westfield MA US,86897 Crooks Turnpike Suite 924 Peabody MA 01961 US,Polyp of colon,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,1960.0,,56.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1aa49b2c-fbdf-42b7-a4c3-fe09cad09d23,0.0,5,4,1,0,1956-05-18,,999-48-4814,S99942560,false,Mrs.,Travis585,Mertz342,,Labadie282,M,white,polish,F,Weymouth Town MA US,78071 Zulauf Light Apt. 682 Chelmsford MA 01824 US,Laceration of foot,Fracture subluxation of wrist,Polyp of colon,Viral sinusitis (disorder),Recurrent rectal polyp,Viral sinusitis (disorder),Viral sinusitis (disorder),Viral sinusitis (disorder),,,,,,,,,,2010.0,2011.0,2011.0,2011.0,2012.0,2013.0,2014.0,2015.0,,,,,,,,,,1956.0,,60.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46701648-f894-4e43-a476-da7e29dd560e,0.0,2,0,0,0,1980-02-10,,999-15-2034,S99978224,false,Mr.,Rebecca563,Zemlak286,PhD,,M,white,french,M,Boston MA US,193 Nash Stravenue Arlington MA 02474 US,Viral sinusitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,,,2012.0,2015.0,,,,,,,,,,,,,,,,1980.0,,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905157c7-a7e1-45ca-b01f-fbd7344a994a,0.0,3,0,0,0,1991-02-03,,999-32-3884,S99976679,X66719426X,Mr.,Ulises301,Schimmel737,,,,white,irish,M,Worcester MA US,5428 Amara Fort Natick MA 01760 US,Hypertension,,,,,,,,,,,,,,,,,2009.0,,,,,,,,,,,,,,,,,1991.0,,25.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4ca05e7e-61e3-4176-bd00-fa76e1f3ec60,0.0,1,0,0,0,1985-12-05,,999-69-7197,S99918442,X67723331X,Mrs.,Beth888,Romaguera664,,Kub314,M,white,french,F,Melrose MA US,7774 Kassulke Extensions Westfield MA 01085 US,Acute bacterial sinusitis (disorder),,,,,,,,,,,,,,,,,2011.0,,,,,,,,,,,,,,,,,1985.0,,31.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
046a2781-18c3-4fa3-baa5-5ee41d1b0e48,0.0,6,0,0,0,2004-04-05,,999-85-7447,,,,Elody737,Willms16,,,,hispanic,puerto_rican,F,Haverhill MA US,92958 Macejkovic Cape Springfield MA 01107 US,Otitis media,Viral sinusitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,,2009.0,2014.0,2015.0,,,,,,,,,,,,,,,2004.0,,12.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e87f195a-2136-4f93-83ab-62f47a4ea803,0.0,3,0,0,0,08/04/1969,,999-32-5625,S99940388,X82062719X,Mr.,Alene164,Hegmann501,,,M,white,irish,M,Bridgewater MA US,353 Shirley Wells Attleboro MA 02703 US,Appendicitis,History of appendectomy,Viral sinusitis (disorder),,,,,,,,,,,,,,,2009.0,2009.0,2013.0,,,,,,,,,,,,,,,1969.0,,47.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92285e25-28c8-431b-bb92-d7585c6a87ef,0.0,1,1,1,0,1989-04-13,,999-93-5346,S99914214,false,Mrs.,Mohammed606,Skiles540,,Sawayn275,M,hispanic,mexican,F,Somerville MA US,9799 Garret Place Apt. 953 Revere MA 02151 US,Hypertension,Acute bronchitis (disorder),Concussion with no loss of consciousness,Acute bronchitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,2008.0,2012.0,2013.0,2015.0,2015.0,,,,,,,,,,,,,1989.0,,27.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2a02cbbc-1cfb-4dcf-a3d7-79551df9f73a,0.0,2,1,3,2,1976-05-25,,999-78-2126,S99950621,X15544659X,Mrs.,Victoria868,Haley253,,Weissnat221,M,white,irish,F,Marlborough MA US,1677 Sebastian Plains Suite 800 Oak Bluffs MA 02557 US,Closed fracture of hip,,,,,,,,,,,,,,,,,2011.0,,,,,,,,,,,,,,,,,1976.0,,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b84d3503-056a-4d42-baa9-3ca9728613f8,0.0,2,0,0,0,06/04/1971,,999-77-2516,S99953649,X94650990X,Mrs.,Maria170,Zieme669,,Lueilwitz716,M,white,irish,F,Shrewsbury MA US,75360 Wilhelm Pines Hamilton MA 01936 US,Diabetes,Diabetic retinopathy associated with type II diabetes mellitus (disorder),Normal pregnancy,Miscarriage in first trimester,Fetus with chromosomal abnormality,Viral sinusitis (disorder),,,,,,,,,,,,2006.0,2006.0,2010.0,2011.0,2011.0,2015.0,,,,,,,,,,,,1971.0,,45.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
825f6e7d-3aaa-4f7c-bda5-ddeb5bdb6e1b,0.0,5,2,1,0,1937-10-15,2016-10-28,999-78-9970,S99955110,false,Mrs.,Kaitlyn19,Sawayn903,,Yost939,M,white,scottish,F,Brookline MA US,673 Lavon Terrace Apt. 640 Sandwich MA 02563 US,Viral sinusitis (disorder),Laceration of thigh,Polyp of colon,,,,,,,,,,,,,,,2010.0,2012.0,2012.0,,,,,,,,,,,,,,,1937.0,2016.0,79.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43efea76-5f54-449b-85e9-ef9d4ab1e7ca,0.0,3,1,0,0,1965-08-26,,999-10-4182,S99959252,false,Mr.,Rhoda901,Little82,,,M,white,portuguese,M,Boston MA US,649 Kathryn Prairie Suite 648 Clinton MA 01510 US,Viral sinusitis (disorder),Acute viral pharyngitis (disorder),Acute bronchitis (disorder),,,,,,,,,,,,,,,2010.0,2010.0,2012.0,,,,,,,,,,,,,,,1965.0,,51.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ce2a6f9c-c110-437f-9821-9dedaa8a08e0,0.0,2,0,0,0,29/02/1968,,999-19-4061,S99994758,X66712142X,Mr.,Milton511,Mohr546,,,M,white,irish,M,Arlington MA US,76251 Charley Causeway Suite 818 Boston MA 02109 US,Coronary Heart Disease,Streptococcal sore throat (disorder),,,,,,,,,,,,,,,,2012.0,2014.0,,,,,,,,,,,,,,,,1968.0,,48.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0ada2959-4b85-4e27-bbd3-2199fb67e77d,0.0,4,1,1,0,1963-02-25,,999-79-2784,S99968305,X57783708X,Mrs.,Nicola274,Hills206,,Ankunding650,M,white,french,F,Boston MA US,7436 Alejandra Mountains Apt. 219 Everett MA 02149 US,Normal pregnancy,First degree burn,Miscarriage in first trimester,Fetus with chromosomal abnormality,Viral sinusitis (disorder),Diabetes,Viral sinusitis (disorder),Viral sinusitis (disorder),Diabetic retinopathy associated with type II diabetes mellitus (disorder),Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),,,,,,,,2010.0,2010.0,2010.0,2010.0,2011.0,2013.0,2014.0,2014.0,2015.0,2015.0,,,,,,,,1963.0,,53.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
c8058ea3-65dd-475c-bd6c-1453cdbcd9ba,0.0,5,0,1,0,02/11/2002,,999-60-3463,,,,Glennie166,Monahan893,,,,white,portuguese,F,Acton MA US,39810 Friesen Point Suite 700 Spencer MA 01562 US,Acute bronchitis (disorder),Whiplash injury to neck,,,,,,,,,,,,,,,,2010.0,2012.0,,,,,,,,,,,,,,,,2002.0,,14.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
db747ee8-992e-4fde-a29f-0a758ae6a501,0.0,5,1,2,0,2005-12-30,,999-53-7269,,,,Mohammed766,Kovacek335,,,,white,english,M,Hampden MA US,86740 Rylan Fall Topsfield MA 01983 US,Laceration of thigh,Viral sinusitis (disorder),Concussion with no loss of consciousness,,,,,,,,,,,,,,,2011.0,2014.0,2015.0,,,,,,,,,,,,,,,2005.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
e31c68e3-ab19-49ee-89e7-337799371d06,0.0,3,0,0,0,1968-08-11,,999-94-2855,S99943070,X32568140X,Mr.,Evangeline321,Hane12,,,S,white,irish,M,Somerville MA US,941 Jaylon Pike Pembroke MA 02359 US,Acute viral pharyngitis (disorder),Acute bronchitis (disorder),Acute bronchitis (disorder),Acute viral pharyngitis (disorder),Acute bronchitis (disorder),,,,,,,,,,,,,2011.0,2011.0,2012.0,2014.0,2014.0,,,,,,,,,,,,,1968.0,,48.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96993619-a76a-482c-9c66-3cc62a348d72,0.0,12,0,0,0,07/07/2012,,999-87-8998,,,,Woodrow610,Hahn996,,,,white,italian,F,Wayland MA US,2516 Corkery Tunnel Apt. 527 Boston MA 02121 US,Otitis media,Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,,2014.0,2014.0,,,,,,,,,,,,,,,,2012.0,,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6af3b1f8-3912-4373-b660-ef2f8cffa228,0.0,3,0,0,0,09/11/1991,,999-71-8218,S99988775,X94077601X,Mr.,Perry844,Hamill808,,,,white,english,M,Amherst MA US,6468 Willms Avenue Apt. 197 Tewksbury MA 01876 US,Acute viral pharyngitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,,2011.0,2012.0,,,,,,,,,,,,,,,,1991.0,,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b49c208d-7d64-4db0-9d2d-4a7d7827ad1c,0.0,6,1,0,0,1957-03-29,,999-86-4935,S99994804,X66234118X,Mr.,Shanelle530,Mitchell965,,,M,white,swedish,M,Kingston MA US,3581 Bernhard Burgs Bridgewater MA 02325 US,Viral sinusitis (disorder),Acute bronchitis (disorder),Osteoarthritis of hip,,,,,,,,,,,,,,,2010.0,2011.0,2015.0,,,,,,,,,,,,,,,1957.0,,59.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a982304-0b45-4483-bfd0-af93919b1a67,0.0,5,0,0,0,1953-06-03,,999-51-9210,S99992711,false,Mr.,Carley552,Ratke781,,,M,white,italian,M,Haverhill MA US,706 Modesto Rue Apt. 893 New Bedford MA 02745 US,Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,1953.0,,63.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730f4abf-f66f-4bde-9488-8ba7dd5ba2e5,0.0,6,1,0,0,1956-07-14,,999-89-1758,S99936717,X95463962X,Mrs.,Araceli911,Stehr66,,MacGyver311,M,white,italian,F,Worcester MA US,7755 Feil Isle Apt. 899 Somerville MA 02145 US,Viral sinusitis (disorder),Acute bronchitis (disorder),,,,,,,,,,,,,,,,2011.0,2011.0,,,,,,,,,,,,,,,,1956.0,,60.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
efdb2d37-c2a3-4a27-ad28-25ca6dc886cc,0.0,6,1,0,0,1960-01-24,,999-53-9304,S99968103,X92049981X,Mr.,Consuelo73,Wyman331,,,S,white,german,M,Beverly MA US,85422 Alfredo Pines Suite 631 Lawrence MA 01842 US,Viral sinusitis (disorder),Polyp of colon,,,,,,,,,,,,,,,,2013.0,2015.0,,,,,,,,,,,,,,,,1960.0,,56.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bb6d489d-b7b2-47d1-aa37-103bb511a758,0.0,2,0,1,0,09/09/1976,,999-75-1245,S99929132,X91872203X,Mr.,Lorena274,Wiegand160,,,M,white,irish,M,Boston MA US,358 Henriette Stream Lowell MA 01850 US,Whiplash injury to neck,Acute bronchitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,,2011.0,2012.0,2013.0,,,,,,,,,,,,,,,1976.0,,40.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
315a03d2-2e25-4026-a6ce-2c8ff8163114,0.0,6,0,0,0,2002-12-13,,999-33-4317,,,,Pinkie947,Dickinson23,,,,white,italian,F,Attleboro MA US,87124 Lizeth Port Milford MA 01757 US,Viral sinusitis (disorder),,,,,,,,,,,,,,,,,2011.0,,,,,,,,,,,,,,,,,2002.0,,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911adae7-27db-4654-bdd4-d8cd2502df64,0.0,15,0,0,0,2010-07-23,,999-64-8370,,,,Darius685,Kris620,,,,white,italian,M,Mansfield MA US,8682 Buckridge Parkways Fitchburg MA 01420 US,Otitis media,Viral sinusitis (disorder),,,,,,,,,,,,,,,,2011.0,2013.0,,,,,,,,,,,,,,,,2010.0,,6.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ffd3b9a-dded-4c53-9335-e86acd5fd8e8,0.0,5,0,0,0,1951-11-11,,999-10-2617,S99977167,false,Mr.,Dagmar258,Smitham288,JD,,M,white,polish,M,Rowley MA US,82790 Jesus Gateway Conway MA 01341 US,Coronary Heart Disease,Viral sinusitis (disorder),,,,,,,,,,,,,,,,2015.0,2015.0,,,,,,,,,,,,,,,,1951.0,,65.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
221ed0ad-37c2-49e6-af10-7addbdbf4c12,0.0,2,0,0,0,1988-02-13,,999-55-6574,S99986193,X65698359X,Ms.,Adam629,Funk147,,,S,hispanic,puerto_rican,F,Stoughton MA US,9420 Waters Motorway Apt. 309 Millbury MA 01586 US,Normal pregnancy,Acute viral pharyngitis (disorder),Normal pregnancy,,,,,,,,,,,,,,,2011.0,2011.0,2015.0,,,,,,,,,,,,,,,1988.0,,28.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ad99cb51-320c-42e5-9a20-4115827f4566,0.0,5,1,0,0,1953-01-10,,999-22-9081,S99956877,false,Mrs.,Haley12,Pagac842,,Kirlin31,M,white,irish,F,Swampscott MA US,2389 Nitzsche Village Somerville MA 02144 US,Acute viral pharyngitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,,2011.0,2014.0,,,,,,,,,,,,,,,,1953.0,,63.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55f72cbb-26ca-4636-a3aa-9423f11ccae9,0.0,2,0,1,0,1973-08-23,,999-28-3443,S99978126,false,Mrs.,Rod220,Feest602,,Larkin507,M,white,german,F,Worcester MA US,46370 Gutkowski Meadow Apt. 911 Fairhaven MA 02719 US,Acute bronchitis (disorder),Laceration of thigh,Viral sinusitis (disorder),,,,,,,,,,,,,,,2012.0,2013.0,2013.0,,,,,,,,,,,,,,,1973.0,,43.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e04c9bb2-95c0-40c2-b649-6e5d1c9960b3,0.0,5,1,0,0,1960-04-07,,999-75-2277,S99968892,X54829647X,Mr.,Christian444,Breitenberg938,,,M,hispanic,puerto_rican,M,Marshfield MA US,8392 Lamont Underpass Apt. 469 Framingham MA 01701 US,Viral sinusitis (disorder),,,,,,,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,1960.0,,56.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5f2be788-6beb-4532-abbe-8c7ac84a28ad,0.0,2,0,1,2,1971-01-26,,999-12-5450,S99984246,false,Mrs.,Albertha642,Kuhn31,,Dibbert320,M,black,west_indian,F,Boston MA US,24307 Welch Forge Chelmsford MA 01824 US,Normal pregnancy,Miscarriage in first trimester,Fetus with chromosomal abnormality,Viral sinusitis (disorder),Normal pregnancy,Appendicitis,Rupture of appendix,History of appendectomy,,,,,,,,,,2011.0,2012.0,2012.0,2012.0,2012.0,2014.0,2014.0,2014.0,,,,,,,,,,1971.0,,45.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346f03d6-faab-43f3-97b6-4a9ec25a67b5,0.0,6,0,1,1,1997-11-18,,999-70-6812,S99930479,,Ms.,Cassandre928,Crooks798,,,,white,russian,F,Natick MA US,15223 McDermott Courts West Springfield MA 01090 US,Chronic sinusitis (disorder),Sprain of ankle,Chronic pain,,,,,,,,,,,,,,,2009.0,2011.0,2013.0,,,,,,,,,,,,,,,1997.0,,19.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
48d98f43-9c5b-45ef-840a-2f7809358259,0.0,7,1,2,0,1957-05-03,,999-19-3824,S99992141,X37288339X,Mrs.,Marco92,Hand687,,Conroy121,M,white,italian,F,Fall River MA US,865 Goldner Isle Suite 372 Belchertown MA 01007 US,Diabetes,Drug overdose,Diabetic renal disease (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,2007.0,2008.0,2011.0,2015.0,,,,,,,,,,,,,,1957.0,,59.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88dfa82d-0964-4bbc-ac9a-d18f4378c010,0.0,7,0,0,0,17/11/2007,,999-52-2296,,,,Marianne602,Beier837,,,,white,italian,M,West Boylston MA US,395 Lula Hill Apt. 342 Chicopee MA 01020 US,Acute viral pharyngitis (disorder),Viral sinusitis (disorder),Acute bronchitis (disorder),,,,,,,,,,,,,,,2011.0,2013.0,2015.0,,,,,,,,,,,,,,,2007.0,,9.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8ce788d3-bc39-49a1-8eb4-8d776a4a6406,0.0,2,0,1,0,1973-07-02,,999-82-9668,S99990022,false,Mr.,Favian460,Greenfelder143,,,M,asian,asian_indian,M,Springfield MA US,81255 Eichmann Knolls South Hadley MA 01075 US,Viral sinusitis (disorder),Sprain of ankle,,,,,,,,,,,,,,,,2011.0,2012.0,,,,,,,,,,,,,,,,1973.0,,43.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
254bbdeb-6df2-41b7-8339-edd973b5e0bf,0.0,6,2,1,0,15/02/1950,,999-59-5628,S99921876,FALSE,Ms.,Dejon701,Marvin851,,,S,white,polish,F,West Brookfield MA US,5449 Celestine Hollow Southbridge MA 01550 US,Fracture of forearm,Acute bronchitis (disorder),Otitis media,,,,,,,,,,,,,,,2010.0,2012.0,2014.0,,,,,,,,,,,,,,,1950.0,,66.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3599be8f-123b-41f4-8f7e-3466b69782d6,0.0,2,0,0,0,1984-07-16,,999-61-9712,S99935825,X19195438X,Mr.,Brad875,Klein49,,,M,white,german,M,Granby MA US,29308 Richmond Branch Ipswich MA 01938 US,Viral sinusitis (disorder),,,,,,,,,,,,,,,,,2012.0,,,,,,,,,,,,,,,,,1984.0,,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82b9ff7e-7074-41a9-aa55-416acb8469ab,0.0,55,0,0,0,1996-07-27,,999-56-8033,S99915319,false,Mr.,Marquis350,Lubowitz44,,,,white,irish,M,Raynham MA US,21730 Weimann Isle Marshfield MA 02050 US,Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,,,2012.0,,,,,,,,,,,,,,,,,1996.0,,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7806182d-5b82-454f-9a73-ed0f6a04c51a,0.0,2,0,0,0,1975-07-08,,999-65-8580,S99990700,X48839163X,Mrs.,Rosemary436,Prohaska690,,Gibson54,M,white,irish,F,Revere MA US,281 Reynolds Extension Apt. 344 Haverhill MA 01830 US,Sinusitis (disorder),Chronic sinusitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,2012.0,2012.0,2015.0,,,,,,,,,,,,,,,1975.0,,41.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ce71cf98-8aeb-4406-9f46-12ab6c6af25b,0.0,5,0,1,1,1996-08-29,,999-88-5204,S99937117,false,Ms.,Claudia973,Nader431,,,,white,english,F,Billerica MA US,843 Boyer Parkway Apt. 630 New Bedford MA 02744 US,Viral sinusitis (disorder),Whiplash injury to neck,Normal pregnancy,,,,,,,,,,,,,,,2010.0,2011.0,2015.0,,,,,,,,,,,,,,,1996.0,,20.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
a755875d-42bb-41a8-9341-4ac48225fc75,0.0,6,1,0,0,1944-09-07,,999-73-5773,S99939715,false,Mr.,Margaret749,Bashirian910,,,M,white,italian,M,Marlborough MA US,439 Gerlach Meadows Agawam MA 01001 US,Acute bronchitis (disorder),Acute viral pharyngitis (disorder),Acute viral pharyngitis (disorder),Viral sinusitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,2011.0,2011.0,2012.0,2013.0,2015.0,,,,,,,,,,,,,1944.0,,72.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
